# Requested Sampling Rate (Hz):,1000
# Actual Sampling Rate (Hz):,999.811
# Requested Duration (s):,5.0
# Actual Duration (s):,5.046
# REST Calibration:,832.0600347222207,831.6700347222207,832.6898611111126
# MAX Calibration:,886.0000,887.0000,888.0000
# Normalization: MVC-based  (x_norm = (x - REST) / (MAX - REST))
sample_idx,EMG1,EMG2,EMG3
0,-0.001113,0.024037,0.023687
1,-0.001113,0.005964,0.023687
2,-0.001113,0.024037,-0.030552
3,-0.001113,0.005964,0.005607
4,-0.001113,0.005964,0.005607
5,-0.001113,0.024037,-0.012473
6,-0.001113,0.024037,0.005607
7,-0.001113,-0.01211,0.005607
8,-0.001113,0.005964,0.005607
9,-0.019652,0.005964,-0.012473
10,-0.001113,0.005964,-0.012473
11,-0.038191,0.024037,0.005607
12,-0.038191,-0.01211,-0.012473
13,-0.038191,0.005964,-0.030552
14,-0.05673,0.005964,0.023687
15,-0.019652,0.005964,0.005607
16,0.035965,0.005964,0.005607
17,0.073044,0.024037,-0.030552
18,0.054504,0.024037,0.005607
19,-0.001113,-0.030183,0.005607
20,-0.001113,0.005964,-0.012473
21,-0.019652,0.024037,0.005607
22,-0.001113,0.005964,-0.012473
23,-0.001113,0.04211,-0.012473
24,-0.001113,-0.01211,0.023687
25,-0.001113,0.005964,0.023687
26,-0.001113,0.005964,0.041767
27,0.017426,0.024037,0.023687
28,-0.001113,0.005964,0.023687
29,-0.001113,0.024037,0.041767
30,-0.001113,0.024037,-0.012473
31,-0.001113,0.04211,0.023687
32,0.017426,0.005964,0.005607
33,-0.001113,0.005964,0.005607
34,-0.019652,-0.01211,-0.030552
35,-0.019652,0.005964,-0.030552
36,-0.019652,0.005964,-0.012473
37,-0.001113,0.005964,-0.012473
38,-0.001113,0.005964,-0.012473
39,-0.001113,0.024037,-0.012473
40,-0.019652,0.005964,-0.030552
41,0.017426,-0.01211,-0.012473
42,0.017426,0.005964,0.005607
43,-0.019652,-0.01211,0.005607
44,-0.001113,-0.030183,0.023687
45,-0.001113,0.024037,0.005607
46,-0.001113,0.005964,0.023687
47,-0.038191,0.005964,0.005607
48,-0.001113,0.005964,0.005607
49,-0.001113,0.005964,0.023687
50,0.017426,0.024037,0.005607
51,-0.038191,0.024037,0.005607
52,-0.019652,0.024037,0.005607
53,0.017426,-0.01211,-0.012473
54,-0.019652,0.005964,-0.030552
55,-0.019652,0.005964,-0.012473
56,-0.001113,0.024037,-0.012473
57,-0.001113,0.005964,-0.030552
58,-0.019652,0.005964,-0.012473
59,-0.019652,0.005964,0.023687
60,-0.019652,0.005964,-0.012473
61,-0.001113,0.005964,0.005607
62,-0.001113,-0.01211,0.023687
63,-0.001113,0.024037,0.041767
64,0.017426,0.005964,0.005607
65,0.017426,0.005964,0.023687
66,0.017426,0.024037,0.023687
67,0.017426,0.005964,-0.012473
68,-0.001113,0.005964,-0.012473
69,0.017426,0.005964,0.023687
70,-0.001113,0.005964,-0.012473
71,-0.038191,0.005964,-0.030552
72,-0.001113,0.005964,0.005607
73,-0.001113,0.024037,0.023687
74,-0.038191,0.024037,-0.012473
75,-0.001113,0.005964,0.023687
76,-0.001113,0.005964,0.005607
77,-0.019652,-0.01211,0.023687
78,0.017426,0.005964,-0.012473
79,-0.019652,0.005964,0.005607
80,-0.001113,0.005964,0.023687
81,0.017426,0.005964,-0.012473
82,-0.001113,0.024037,0.005607
83,-0.001113,0.005964,0.005607
84,-0.001113,0.005964,-0.012473
85,-0.019652,0.005964,-0.030552
86,-0.001113,-0.01211,-0.012473
87,-0.001113,0.005964,0.005607
88,-0.001113,0.024037,0.005607
89,-0.001113,0.005964,-0.012473
90,-0.001113,0.005964,0.005607
91,-0.019652,0.005964,0.005607
92,0.017426,0.005964,-0.012473
93,-0.001113,0.024037,0.005607
94,-0.001113,0.005964,0.005607
95,-0.001113,0.005964,0.005607
96,-0.019652,0.005964,0.005607
97,-0.019652,0.005964,0.005607
98,-0.019652,0.005964,0.041767
99,-0.001113,0.005964,0.023687
100,0.017426,0.005964,0.023687
101,-0.001113,0.005964,0.023687
102,-0.001113,0.024037,0.023687
103,0.017426,0.005964,0.005607
104,-0.019652,0.005964,0.005607
105,0.017426,0.024037,0.005607
106,-0.001113,0.005964,-0.012473
107,-0.001113,0.005964,-0.030552
108,-0.001113,0.005964,-0.012473
109,-0.001113,0.005964,-0.030552
110,-0.019652,0.005964,-0.030552
111,-0.001113,0.005964,-0.012473
112,-0.001113,0.005964,0.023687
113,-0.001113,0.005964,-0.012473
114,-0.001113,-0.01211,0.005607
115,-0.019652,0.024037,0.005607
116,0.017426,-0.01211,0.023687
117,-0.001113,0.005964,0.005607
118,-0.001113,0.005964,0.005607
119,-0.001113,0.005964,0.023687
120,-0.001113,0.005964,0.005607
121,-0.001113,0.024037,-0.012473
122,-0.001113,0.005964,0.023687
123,-0.019652,-0.01211,-0.012473
124,-0.001113,0.005964,-0.030552
125,-0.001113,0.005964,-0.030552
126,-0.001113,0.005964,0.005607
127,-0.019652,0.005964,-0.012473
128,0.017426,-0.01211,-0.030552
129,-0.019652,0.005964,0.005607
130,-0.001113,0.005964,0.005607
131,-0.001113,0.005964,-0.030552
132,-0.019652,0.005964,-0.012473
133,0.017426,0.024037,0.023687
134,-0.001113,0.005964,0.041767
135,-0.001113,0.005964,0.023687
136,-0.001113,0.005964,0.005607
137,-0.001113,0.005964,0.023687
138,-0.019652,0.005964,0.005607
139,-0.019652,0.005964,0.005607
140,-0.038191,0.005964,0.005607
141,-0.038191,0.024037,0.023687
142,-0.038191,0.005964,0.005607
143,-0.05673,0.005964,-0.030552
144,-0.05673,-0.030183,-0.012473
145,0.017426,0.005964,-0.030552
146,0.054504,0.005964,-0.030552
147,0.054504,0.005964,-0.012473
148,0.017426,-0.01211,-0.030552
149,0.017426,0.024037,-0.030552
150,-0.001113,0.005964,0.005607
151,-0.019652,0.005964,0.023687
152,-0.019652,0.005964,0.023687
153,-0.001113,0.005964,0.023687
154,-0.001113,0.005964,0.059847
155,0.035965,0.024037,0.041767
156,-0.001113,0.005964,0.005607
157,-0.001113,0.005964,0.005607
158,-0.001113,0.024037,0.005607
159,-0.019652,0.005964,-0.012473
160,-0.019652,-0.01211,-0.030552
161,-0.001113,0.024037,-0.030552
162,0.017426,-0.01211,-0.012473
163,-0.019652,0.005964,-0.030552
164,-0.038191,0.005964,-0.012473
165,-0.001113,0.005964,0.023687
166,-0.019652,0.005964,0.005607
167,-0.001113,0.024037,0.005607
168,-0.001113,0.005964,0.005607
169,-0.001113,0.005964,0.023687
170,-0.001113,0.005964,0.005607
171,-0.019652,0.024037,0.023687
172,-0.001113,0.005964,0.023687
173,-0.001113,0.024037,0.023687
174,0.017426,0.005964,0.005607
175,0.017426,0.024037,0.023687
176,-0.001113,0.005964,0.005607
177,-0.019652,0.005964,0.005607
178,-0.019652,-0.01211,-0.030552
179,-0.001113,0.005964,-0.012473
180,-0.019652,0.005964,-0.030552
181,0.017426,-0.01211,-0.012473
182,-0.019652,0.005964,-0.012473
183,-0.019652,0.005964,0.005607
184,-0.038191,0.024037,-0.030552
185,-0.001113,0.024037,-0.012473
186,-0.019652,0.005964,0.023687
187,-0.001113,0.005964,0.023687
188,-0.019652,0.005964,0.005607
189,-0.001113,0.005964,0.023687
190,-0.001113,0.024037,0.041767
191,-0.001113,0.005964,0.023687
192,0.017426,0.005964,0.023687
193,-0.019652,0.024037,0.041767
194,-0.001113,0.024037,0.023687
195,-0.019652,0.005964,-0.012473
196,-0.001113,-0.01211,-0.030552
197,-0.001113,-0.01211,0.005607
198,-0.001113,0.005964,-0.012473
199,-0.019652,0.005964,-0.030552
200,-0.019652,-0.01211,-0.030552
201,-0.019652,0.024037,-0.030552
202,0.017426,0.005964,-0.012473
203,-0.001113,0.005964,0.023687
204,0.017426,0.005964,0.005607
205,-0.001113,0.024037,0.041767
206,-0.038191,0.005964,0.023687
207,-0.001113,0.005964,0.005607
208,-0.019652,0.005964,0.023687
209,-0.001113,0.005964,0.023687
210,-0.001113,0.005964,0.023687
211,-0.001113,0.005964,0.023687
212,-0.001113,0.005964,0.023687
213,-0.001113,0.024037,0.005607
214,-0.001113,0.005964,0.059847
215,-0.001113,0.005964,0.023687
216,-0.001113,0.005964,0.005607
217,-0.001113,0.024037,0.005607
218,-0.019652,0.005964,0.023687
219,0.017426,0.005964,-0.012473
220,-0.019652,0.005964,-0.012473
221,-0.019652,-0.01211,-0.012473
222,-0.001113,0.005964,0.005607
