# Requested Sampling Rate (Hz):,1000
# Actual Sampling Rate (Hz):,999.495
# Requested Duration (s):,5.0
# Actual Duration (s):,5.05
# REST Calibration:,832.0600347222207,831.6700347222207,832.6898611111126
# MAX Calibration:,886.0000,887.0000,888.0000
# Normalization: MVC-based  (x_norm = (x - REST) / (MAX - REST))
sample_idx,EMG1,EMG2,EMG3
0,-0.001113,-0.01211,0.023687
1,-0.001113,0.024037,0.005607
2,-0.019652,0.005964,0.041767
3,0.017426,0.024037,0.041767
4,-0.019652,0.005964,0.023687
5,-0.001113,0.005964,0.005607
6,0.017426,0.024037,-0.012473
7,0.054504,0.024037,0.041767
8,-0.001113,0.005964,0.005607
9,-0.001113,-0.01211,-0.012473
10,-0.001113,0.005964,0.005607
11,-0.001113,0.005964,-0.012473
12,-0.001113,-0.01211,-0.012473
13,-0.001113,0.005964,0.023687
14,0.017426,-0.01211,0.023687
15,-0.019652,-0.01211,-0.012473
16,-0.001113,0.005964,0.005607
17,-0.001113,0.005964,0.023687
18,-0.001113,0.005964,0.005607
19,-0.019652,0.024037,-0.030552
20,-0.001113,0.005964,0.077927
21,-0.019652,0.005964,0.005607
22,-0.001113,0.005964,-0.030552
23,-0.001113,0.005964,-0.030552
24,0.017426,0.005964,0.005607
25,-0.001113,0.005964,-0.030552
26,0.017426,0.005964,0.005607
27,0.017426,0.005964,-0.012473
28,-0.019652,-0.01211,-0.012473
29,-0.001113,-0.01211,-0.030552
30,0.017426,0.005964,-0.030552
31,-0.019652,0.005964,0.005607
32,-0.019652,0.005964,0.005607
33,-0.019652,-0.01211,0.023687
34,-0.001113,0.005964,0.041767
35,-0.001113,0.024037,0.041767
36,-0.001113,0.024037,0.023687
37,-0.001113,0.024037,0.041767
38,-0.038191,0.005964,0.023687
39,-0.001113,0.005964,-0.012473
40,-0.001113,0.005964,-0.012473
41,-0.019652,0.024037,0.005607
42,-0.001113,0.005964,-0.030552
43,-0.001113,0.024037,-0.012473
44,-0.019652,-0.01211,0.059847
45,-0.001113,0.005964,0.041767
46,-0.001113,0.024037,0.023687
47,-0.001113,0.005964,0.023687
48,-0.001113,0.005964,0.023687
49,-0.001113,0.024037,-0.012473
50,0.017426,0.005964,-0.030552
51,-0.001113,-0.01211,-0.012473
52,-0.001113,-0.01211,-0.012473
53,-0.019652,-0.01211,-0.012473
54,-0.001113,0.005964,-0.012473
55,0.017426,0.024037,-0.030552
56,0.017426,0.005964,-0.012473
57,0.035965,0.024037,-0.030552
58,-0.001113,-0.01211,-0.012473
59,-0.001113,-0.01211,0.005607
60,-0.001113,0.005964,0.023687
61,-0.038191,-0.01211,0.005607
62,-0.019652,-0.01211,0.005607
63,-0.019652,0.005964,0.023687
64,-0.038191,-0.01211,-0.012473
65,-0.001113,0.005964,-0.030552
66,-0.001113,-0.01211,0.023687
67,-0.019652,0.024037,0.005607
68,-0.001113,0.005964,0.005607
69,0.017426,0.024037,-0.012473
70,0.017426,0.005964,0.023687
71,-0.001113,0.024037,0.023687
72,-0.019652,0.024037,0.023687
73,-0.001113,0.024037,0.023687
74,-0.001113,0.005964,0.041767
75,0.017426,0.024037,0.023687
76,-0.001113,0.005964,0.023687
77,0.091583,0.005964,0.023687
78,-0.001113,0.005964,0.005607
79,-0.001113,0.005964,0.005607
80,-0.001113,0.024037,0.005607
81,-0.001113,0.024037,-0.012473
82,-0.001113,0.005964,-0.030552
83,-0.001113,-0.01211,-0.030552
84,-0.001113,0.005964,-0.012473
85,-0.001113,0.024037,-0.012473
86,-0.001113,0.005964,-0.030552
87,-0.001113,-0.01211,0.005607
88,-0.001113,0.005964,-0.012473
89,-0.001113,0.005964,0.005607
90,0.017426,0.005964,0.023687
91,-0.001113,0.024037,0.041767
92,-0.001113,0.005964,0.041767
93,-0.001113,0.005964,0.023687
94,0.017426,0.005964,0.023687
95,-0.001113,0.024037,0.005607
96,-0.001113,-0.01211,-0.030552
97,-0.001113,0.005964,0.023687
98,0.017426,0.005964,0.023687
99,-0.001113,-0.01211,-0.012473
100,0.017426,-0.01211,-0.030552
101,-0.001113,-0.01211,-0.012473
102,-0.001113,-0.01211,-0.048632
