# Requested Sampling Rate (Hz):,1000
# Actual Sampling Rate (Hz):,998.364
# Requested Duration (s):,5.0
# Actual Duration (s):,5.044
# REST Calibration:,831.9749657534268,832.2800684931498,831.8001369863033
# MAX Calibration:,884.0000,892.0000,887.0000
# Normalization: MVC-based  (x_norm = (x - REST) / (MAX - REST))
sample_idx,EMG1,EMG2,EMG3
0,0.000481,0.012055,0.057969
1,-0.01874,0.012055,0.021737
2,0.000481,-0.00469,0.021737
3,-0.01874,-0.021435,0.003621
4,-0.01874,-0.00469,0.021737
5,-0.01874,-0.00469,-0.014495
6,-0.01874,-0.00469,-0.032611
7,-0.01874,0.012055,0.021737
8,-0.01874,0.0288,-0.014495
9,0.000481,0.0288,-0.032611
10,-0.01874,-0.00469,0.003621
11,-0.01874,0.012055,-0.032611
12,-0.01874,-0.00469,-0.014495
13,0.000481,0.0288,0.003621
14,-0.01874,-0.038179,0.003621
15,-0.01874,0.012055,0.039853
16,0.000481,0.012055,0.021737
17,0.000481,0.012055,-0.014495
18,0.000481,0.012055,0.003621
19,0.038924,-0.00469,-0.014495
20,-0.01874,0.012055,0.003621
21,0.000481,-0.00469,0.021737
22,0.019703,-0.00469,0.039853
23,0.000481,-0.00469,-0.014495
24,-0.01874,-0.00469,0.021737
25,0.000481,0.0288,-0.014495
26,0.019703,-0.00469,-0.032611
27,-0.01874,-0.00469,-0.014495
28,0.000481,-0.00469,-0.032611
29,-0.01874,0.012055,0.003621
30,-0.01874,0.012055,0.021737
31,0.000481,0.012055,-0.014495
32,-0.037962,-0.00469,0.039853
33,0.000481,-0.038179,0.003621
34,0.000481,-0.021435,-0.032611
35,0.000481,0.012055,0.021737
36,0.000481,0.012055,-0.014495
37,0.019703,0.012055,0.003621
38,0.019703,-0.00469,0.039853
39,0.000481,-0.00469,0.021737
40,-0.01874,0.012055,0.057969
41,0.000481,0.012055,0.003621
42,0.096589,-0.021435,-0.014495
43,-0.01874,-0.021435,-0.032611
44,-0.037962,-0.00469,0.003621
45,0.000481,-0.021435,-0.014495
46,0.019703,-0.021435,0.039853
47,-0.037962,0.012055,0.003621
48,0.000481,-0.021435,-0.068843
49,-0.01874,-0.021435,-0.032611
50,-0.037962,-0.00469,-0.068843
51,0.000481,-0.021435,0.003621
52,-0.01874,0.012055,0.076085
53,-0.01874,0.012055,-0.014495
54,0.000481,-0.00469,0.021737
55,0.000481,0.012055,0.003621
56,-0.01874,0.012055,-0.014495
57,-0.037962,0.012055,0.003621
58,-0.01874,-0.021435,-0.014495
59,0.000481,0.012055,0.003621
60,-0.01874,-0.00469,0.003621
61,-0.01874,-0.00469,0.057969
62,0.000481,0.012055,0.039853
63,0.000481,-0.00469,-0.014495
64,0.000481,-0.00469,-0.032611
65,0.000481,-0.021435,-0.032611
66,-0.037962,-0.00469,-0.032611
67,-0.01874,0.012055,0.003621
68,0.000481,-0.021435,0.057969
69,0.000481,0.012055,-0.014495
70,-0.037962,0.012055,0.057969
71,-0.01874,-0.00469,0.003621
72,0.000481,-0.021435,-0.032611
73,0.000481,-0.00469,0.021737
74,0.019703,0.0288,0.039853
75,-0.037962,-0.00469,0.003621
76,0.000481,0.012055,0.057969
77,-0.01874,0.012055,-0.014495
78,0.000481,0.0288,-0.032611
79,0.019703,0.0288,0.003621
80,0.000481,0.012055,0.021737
81,-0.01874,-0.00469,0.039853
82,-0.01874,0.012055,0.021737
83,0.000481,0.012055,0.003621
84,-0.037962,-0.00469,0.021737
85,0.000481,-0.00469,0.003621
86,-0.01874,-0.00469,-0.050727
87,-0.01874,-0.021435,-0.032611
88,-0.01874,-0.00469,-0.014495
89,0.019703,-0.00469,0.021737
90,0.000481,0.0288,0.057969
91,0.000481,0.012055,-0.032611
92,0.000481,0.012055,0.021737
93,-0.01874,0.012055,0.039853
94,-0.01874,0.012055,-0.032611
95,0.000481,0.012055,0.003621
96,0.038924,-0.00469,0.003621
97,0.019703,0.0288,0.039853
98,-0.01874,0.045545,0.039853
99,0.019703,-0.021435,0.003621
100,0.000481,0.012055,0.003621
101,0.000481,-0.00469,0.003621
102,0.000481,-0.00469,-0.050727
103,0.000481,-0.00469,0.003621
104,-0.01874,-0.00469,0.057969
105,0.000481,0.012055,0.039853
106,0.019703,-0.00469,0.021737
107,0.000481,-0.00469,0.021737
108,-0.01874,0.012055,0.003621
109,0.000481,-0.00469,0.003621
110,-0.01874,-0.021435,0.003621
111,-0.01874,-0.021435,-0.014495
112,0.000481,-0.00469,0.039853
113,-0.01874,-0.00469,0.021737
114,-0.01874,-0.00469,-0.014495
115,0.019703,0.012055,-0.014495
116,0.096589,-0.00469,-0.050727
117,-0.037962,-0.021435,-0.068843
118,-0.01874,-0.00469,-0.014495
119,0.019703,-0.00469,-0.032611
120,0.019703,-0.00469,0.003621
121,-0.01874,0.0288,0.057969
122,0.000481,0.012055,0.021737
123,0.000481,-0.00469,0.021737
124,-0.01874,0.012055,-0.068843
125,-0.01874,-0.00469,-0.032611
126,0.000481,-0.00469,0.003621
127,-0.037962,-0.00469,0.021737
128,0.000481,-0.00469,0.039853
129,-0.01874,0.012055,0.021737
130,0.096589,0.0288,0.003621
131,0.019703,0.012055,0.003621
132,0.000481,-0.00469,-0.050727
133,0.000481,-0.00469,-0.032611
134,0.000481,-0.021435,0.021737
135,0.000481,-0.00469,-0.014495
136,-0.037962,-0.00469,0.039853
137,0.019703,0.0288,0.039853
138,0.000481,0.012055,-0.032611
139,0.019703,-0.00469,-0.032611
140,0.000481,-0.00469,-0.014495
141,0.019703,0.012055,0.003621
142,0.000481,0.012055,0.003621
143,0.019703,0.012055,0.076085
144,0.019703,0.012055,0.021737
145,0.000481,-0.00469,0.003621
146,0.000481,-0.021435,-0.014495
147,-0.037962,-0.021435,-0.050727
148,0.000481,-0.00469,-0.032611
149,0.000481,0.012055,-0.014495
150,-0.01874,0.012055,-0.032611
151,0.019703,-0.021435,0.021737
152,-0.01874,-0.021435,0.003621
153,0.000481,-0.00469,0.039853
